107100004731	,三八新村,3室1厅,90平米,2800
SH0004899501	,玉兰香苑(二期),4室1厅,14平米,2590
SH0005539358	,金云苑,5室2厅,14平米,2690
SH0005501738	,佳洲欣苑,6室1厅,9平米,1490
SH0005536125	,上南翡翠苑,3室1厅,14平米,2330
SH0005144735	,保利金爵公寓,3室1厅,11平米,2090
SH0005507331	,汤巷馨村(二期),3室1厅,7平米,1490
SH0004811396	,大华锦绣华城(一街区),3室1厅,7平米,1890
107100578263	,东亚启航公馆,3室1厅,88平米,3800
SH0005168829	,苗桐佳苑,3室1厅,11平米,2460
SH0004868560	,"罗山五村,",3室1厅,10平米,2630
SH0005536286	,大华锦绣华城(一街区),3室1厅,11平米,2490
SH0005536287	,大华锦绣华城(一街区),3室1厅,7平米,1990
SH0005536288	,大华锦绣华城(一街区),3室1厅,10平米,2790
SH0004914668	,月亮湾园,3室1厅,13平米,2130
107100552792	,大同路347弄,1室1厅,41平米,2400
SH0005506404	,华港花园,4室1厅,12平米,2130
SH0005534701	,晶波坊,3室1厅,10平米,2060
SH0004865866	,保利金爵公寓,3室1厅,13平米,1860
SH0004920161	,东建新村,1室1厅,40平米,3830
SH0004897246	,新高桥春晖苑,4室1厅,15平米,1630
SH0004900749	,大华锦绣华城(一街区),3室1厅,12平米,2530
107100576266	,丽水雅苑北苑,3室1厅,86平米,1200
107100561773	,新德公寓(浦东),2室2厅,85平米,3800
107100529875	,恒纬家苑,2室1厅,79平米,2000
107100580535	,布鲁斯小镇(公寓),3室2厅,96平米,3000
107100428305	,新舒苑,2室1厅,65平米,1400
107100576242	,浦发绿城,2室2厅,79平米,3800
107100570179	,品臻国际公寓,1室1厅,55平米,3600
107100575679	,红光花苑,3室2厅,111平米,3000
107100077939	,万达广场(周浦),1室0厅,58平米,3000
107100567838	,彩虹雅苑,3室2厅,134平米,3200
107100566344	,万达广场(周浦),1室0厅,55平米,2900
107100498447	,翠珠大厦,2室1厅,73平米,3500
107100569210	,港机新村,1室1厅,39平米,3800
SH0005531034	,证大家园(公寓),4室1厅,17平米,2490
107100573976	,城南居委小区,2室0厅,36平米,2500
107100432249	,人生港湾南欧城,2室2厅,102平米,3200
107100503486	,远洋万和四季,3室2厅,90平米,1300
107100467334	,浦东颐景园,3室1厅,90平米,3500
107100572443	,文汇小区(浦东),1室1厅,45平米,3500
107002309270	,临园小区,1室1厅,43平米,2800
107100525541	,丝庐雅苑(公寓),2室2厅,88平米,2600
107100535634	,南杨小区(长清路),1室1厅,41平米,3900
SH0005494558	,双秀西园,3室1厅,16平米,1330
SH0005538219	,大华锦绣华城(四街区),4室1厅,8平米,1990
SH0005536883	,双秀西园,3室1厅,11平米,1660
SH0005348742	,香榭丽花园,4室1厅,10平米,3490
SH0004853086	,黄楼新世纪花苑,4室1厅,15平米,1490
SH0005553431	,新里城和合苑,3室1厅,14平米,2330
SH0004960015	,连城新苑,3室1厅,15平米,2060
SH0005526406	,樟盛苑,3室1厅,8平米,1860
SH0004912207	,大华锦绣华城(十九街区)(公寓),3室1厅,13平米,2290
SH0004908055	,益丰新村,3室1厅,15平米,2630
SH0004321838	,浦发绿城,3室1厅,14平米,1990
SH0005553158	,三林世博家园(大道站路94弄),3室1厅,8平米,1730
SH0005519487	,绿地康桥新苑,4室1厅,8平米,1190
SH0005311518	,大华锦绣华城(二街区),4室1厅,7平米,1990
SH0005554475	,三林新村(永泰路468弄),4室1厅,9平米,1630
SH0005515956	,城中花园,4室1厅,14平米,1760
SH0005534570	,莲康苑,4室1厅,8平米,1390
SH0005510710	,汇丽苑,4室1厅,15平米,1760
SH0004885207	,新德佳苑,4室1厅,16平米,1730
SH0004183415	,明珠苑(浦东),3室1厅,12平米,2060
SH0005556265	,万邦都市花园,4室1厅,16平米,3290
SH0004878154	,羽北小区,3室1厅,11平米,2830
SH0005503457	,中金海棠湾(公寓),3室1厅,11平米,1530
SH0005555613	,瀚盛家园,3室1厅,13平米,2130
SH0005378342	,三林世博家园(东书房路390弄),3室1厅,9平米,1690
107100529005	,祝和苑,3室2厅,105平米,3000
107100531377	,凯德新视界(二期),3室1厅,88平米,1800
107100225657	,德盈佳园,3室1厅,116平米,2500
107100409270	,鑫唐绿波庭,2室2厅,76平米,2300
107100272346	,车站南路3号,2室1厅,66平米,2000
107002548768	,东方城市豪庭,1室2厅,75平米,1800
107100407211	,祝康南苑,3室2厅,125平米,2900
107100523326	,白杨小区,1室1厅,49平米,3500
107100523403	,鹤鸣新苑二村,3室2厅,120平米,3000
107100530916	,甬申金地城,2室2厅,88平米,1500
107100054287	,远洋万和四季,3室2厅,120平米,1500
107100522167	,海尚康庭,2室1厅,72平米,3900
107100497020	,临沂二村,1室1厅,40平米,3500
107100517898	,金桥新村四街坊台儿庄小区,1室0厅,32平米,3800
107100490805	,新高桥春晖苑,1室1厅,66平米,3500
SH0005540084	,东方御水湾,3室1厅,11平米,1830
107100391082	,慧晶国际,2室1厅,42平米,3700
107100577188	,汇福家园兴盛里,2室1厅,77平米,2000
SH0005553157	,三林世博家园(大道站路94弄),3室1厅,18平米,2190
SH0005496588	,城中花园,4室1厅,12平米,1960
SH0005498293	,黄山始信苑,4室1厅,12平米,2230
SH0005508652	,瀚盛家园,4室1厅,10平米,1760
SH0005504748	,白杨小区,4室1厅,8平米,1830
SH0005556262	,锦绣一方名苑,4室1厅,10平米,2060
SH0005501789	,香榭丽花园,5室1厅,17平米,3790
SH0005499440	,永泰花苑,3室1厅,11平米,2290
SH0005333224	,瀚盛家园,3室1厅,10平米,1760
SH0005540284	,东城新村,3室1厅,14平米,2430
SH0005540285	,东城新村,3室1厅,11平米,2290
SH0005548493	,羽北小区,3室1厅,12平米,2960
SH0004915251	,蝶恋园,6室1厅,18平米,3090
SH0005546796	,由由三村,3室1厅,9平米,1790
SH0005510216	,黄山始信苑,3室1厅,8平米,2090
SH0005530243	,幸福小镇(公寓),4室1厅,15平米,1890
SH0004805707	,申城佳苑,4室1厅,11平米,1860
SH0004805784	,申城佳苑,3室1厅,6平米,1390
SH0004805946	,申城佳苑,3室1厅,7平米,1490
SH0004807429	,爱家亚洲花园,5室1厅,9平米,2190
SH0005492083	,申城佳苑,3室1厅,7平米,1430
SH0004871357	,申城佳苑,4室1厅,7平米,1360
SH0005524076	,东城新村,3室1厅,43平米,3190
SH0004804085	,申城佳苑,3室1厅,7平米,1390
SH0004921720	,杉林新月环林东路799弄,3室1厅,7平米,1890
SH0004810859	,东方龙苑,3室1厅,13平米,2390
SH0004808866	,万邦都市花园,3室1厅,18平米,3590
SH0004913304	,新世纪花苑(三期)(浦东),4室1厅,11平米,3490
SH0005516905	,申城佳苑,4室1厅,11平米,1990
SH0004901685	,蝶恋园,4室1厅,10平米,2260
SH0004901686	,蝶恋园,4室1厅,16平米,2560
SH0005508537	,中金海棠湾(公寓),4室1厅,9平米,1390
SH0005557521	,杉林新月环林东路875弄,4室1厅,12平米,2790
SH0005508531	,东方龙苑,4室1厅,10平米,2390
SH0004871625	,新世纪花苑(三期)(浦东),4室1厅,13平米,2330
SH0005508259	,蝶恋园,6室1厅,11平米,1890
SH0005505086	,锦绣小区,3室1厅,11平米,2590
SH0005505083	,锦绣小区,3室1厅,14平米,2660
SH0005554652	,绿地香颂(浦东)(公寓),3室1厅,11平米,1890
SH0005554654	,绿地香颂(浦东)(公寓),3室1厅,11平米,1760
SH0005549834	,东方悦居,3室1厅,12平米,2490
SH0005516528	,杉林新月环林东路799弄,3室1厅,12平米,2090
SH0005516530	,杉林新月环林东路799弄,3室1厅,11平米,2190
107100515047	,富特三村,2室1厅,57平米,3500
SH0005356136	,古银杏苑,3室1厅,8平米,2090
SH0005528513	,翔川家园,4室1厅,9平米,1890
SH0005524931	,东靖苑,3室1厅,13平米,1830
SH0005515510	,巨野公寓,3室1厅,10平米,2360
SH0005495519	,潍坊七村,2室1厅,15平米,3390
107100565823	,远洋万和四季,2室1厅,80平米,2100
SH0004803076	,南新一村(下南路161弄),3室1厅,10平米,1730
SH0005497542	,东方龙苑,3室1厅,18平米,3160
SH0005540281	,万邦都市花园,4室1厅,17平米,3960
SH0005522786	,汇丽苑,4室1厅,8平米,1290
SH0005504604	,万邦都市花园,3室1厅,11平米,3060
SH0004910973	,御桥花园,3室1厅,8平米,1630
SH0005532830	,锦博苑,4室1厅,13平米,2290
SH0005536118	,金禾新苑,3室1厅,10平米,2190
SH0005502408	,黄山始信苑,3室1厅,17平米,2590
SH0004925694	,中金海棠湾(公寓),4室1厅,16平米,1490
SH0004910455	,爱家亚洲花园,4室1厅,12平米,2160
SH0004924453	,聚龙家园,3室1厅,11平米,2060
SH0004796459	,惠扬大厦,3室1厅,12平米,2460
107100576173	,临沂八村,1室1厅,34平米,3700
107100550360	,富特四村,2室1厅,65平米,3500
107100508955	,中邦城市园,2室2厅,81平米,3200
107100564764	,城南小区,2室1厅,66平米,3100
107100580850	,禹洲商业广场,1室1厅,56平米,2600
107100580829	,禹洲商业广场,1室1厅,56平米,2600
107100562205	,德州四村,1室0厅,34平米,3300
107100386989	,梅花新村(惠南),2室1厅,63平米,2400
107100242064	,申达新村,2室1厅,66平米,2300
107100510353	,祝安苑,1室1厅,70平米,2000
SH0005558385	,东方御水湾,3室1厅,15平米,1990
107100500369	,南新四村,2室1厅,64平米,3700
SH0005535108	,上浦小区,3室1厅,8平米,1530
SH0004880103	,汤巷馨村(二期),4室1厅,12平米,1730
107100416401	,明天华城,2室2厅,88平米,3500
SH0005492602	,汤巷馨村(二期),4室1厅,7平米,1560
SH0005551724	,品翠苑,3室1厅,11平米,1990
107100544343	,布鲁斯小镇(公寓),2室2厅,101平米,1500
SH0005373087	,绿洲康城亲水湾(中央区),3室1厅,19平米,2360
SH0005523237	,顺馨佳园,4室1厅,11平米,1930
SH0005523235	,顺馨佳园,4室1厅,15平米,2330
SH0005523240	,顺馨佳园,4室1厅,11平米,1930
SH0005523236	,顺馨佳园,4室1厅,12平米,1730
SH0004951936	,川杨新苑(六期),3室1厅,9平米,1690
SH0005502443	,三杨新村一街坊,3室1厅,10平米,2430
SH0004950475	,环龙公寓,6室1厅,11平米,1890
SH0004950477	,环龙公寓,6室1厅,15平米,2490
SH0004952966	,保利金爵公寓,3室1厅,11平米,2030
SH0004952967	,保利金爵公寓,3室1厅,7平米,1730
SH0004911185	,恒大华城东林苑,3室1厅,7平米,1890
SH0005537583	,佳洲欣苑,4室1厅,13平米,1760
SH0005537585	,佳洲欣苑,4室1厅,16平米,1960
SH0005537584	,佳洲欣苑,4室1厅,11平米,1590
SH0004951201	,朱家滩小区,2室1厅,13平米,2990
SH0005537582	,佳洲欣苑,4室1厅,16平米,2360
SH0004925104	,海尚康庭,2室1厅,73平米,3790
SH0005495916	,心中家园,5室1厅,11平米,2830
SH0005495917	,心中家园,5室1厅,10平米,2630
SH0005495919	,心中家园,5室1厅,6平米,2330
SH0005517615	,川杨新苑(一期),4室1厅,13平米,2590
SH0004910153	,川杨新苑(一期),4室1厅,14平米,2130
SH0004910152	,川杨新苑(一期),4室1厅,8平米,1830
SH0005206453	,凌四小区,1室1厅,42平米,3960
SH0004952976	,明丰佳园,3室1厅,12平米,2490
SH0005141530	,竹园新村(浦东),2室1厅,9平米,2830
SH0005507009	,凯佳公寓,5室1厅,10平米,1530
SH0005147636	,浦发春晖新苑,4室1厅,9平米,1560
SH0005546381	,潍坊五村,2室1厅,17平米,3690
SH0004877301	,春港丽园(公寓),3室1厅,8平米,2090
SH0004877300	,春港丽园(公寓),3室1厅,8平米,2130
SH0004908626	,通联苑,3室1厅,14平米,2330
SH0004908627	,通联苑,3室1厅,11平米,2030
SH0004807949	,名嘉新苑,5室1厅,13平米,1930
SH0004919390	,崂山新村,2室1厅,8平米,2690
SH0005538224	,桃林公寓,4室1厅,12平米,2960
SH0005511811	,东方龙苑,4室1厅,15平米,2590
SH0004167357	,聚龙家园,4室1厅,11平米,2290
107100574652	,舒馨北苑,1室1厅,56平米,3800
107100133327	,长城珑湾,1室1厅,60平米,2700
107100570988	,龙源星城,2室2厅,101平米,2600
107100532073	,长城珑湾,1室1厅,60平米,2800
107100259881	,龙源星城,2室1厅,66平米,2400
107100579402	,华夏小区,1室1厅,30平米,2600
SH0004900686	,凌兆新村(凌兆路285弄),3室1厅,13平米,2130
SH0004815159	,三杨新村二街坊,3室1厅,6平米,1730
SH0004815160	,三杨新村二街坊,3室1厅,13平米,2390
SH0005364838	,富特三村,1室1厅,42平米,3400
SH0005373084	,川杨新苑(六期),4室1厅,10平米,1830
SH0005373083	,川杨新苑(六期),4室1厅,7平米,1630
SH0004886619	,汤巷馨村(二期),3室1厅,8平米,1460
SH0004899741	,中芯花园(公寓),3室1厅,15平米,3090
SH0005554301	,东方路3391弄,3室1厅,10平米,2160
SH0005528709	,恒大华城天地苑,4室1厅,16平米,3190
SH0005547904	,点睛苑,3室1厅,15平米,2790
SH0005546608	,妙境公寓,3室1厅,8平米,1830
SH0005547903	,点睛苑,3室1厅,11平米,2090
SH0005547902	,点睛苑,3室1厅,14平米,3190
SH0005546606	,妙境公寓,3室1厅,12平米,1730
SH0005546607	,妙境公寓,3室1厅,10平米,1560
SH0005542390	,潍坊三村,2室1厅,13平米,3090
SH0005536702	,菱翔苑,4室1厅,10平米,1330
SH0005523205	,莲康苑,3室1厅,16平米,1990
SH0005502169	,地杰国际城D街坊,3室1厅,8平米,1990
SH0005505084	,锦绣小区,3室1厅,10平米,2690
SH0005539561	,浦发绿城,3室1厅,9平米,1790
SH0005554667	,梅园三街坊,2室1厅,11平米,3390
SH0005554668	,梅园三街坊,2室1厅,12平米,3060
SH0005555414	,珠江玫瑰花园(公寓),3室1厅,12平米,2560
SH0005543791	,东方知音苑,4室1厅,10平米,2390
SH0005543792	,东方知音苑,4室1厅,9平米,2060
SH0005543793	,东方知音苑,4室1厅,16平米,2690
SH0005515250	,万邦都市花园,3室1厅,11平米,2990
SH0005507830	,万邦都市花园,4室1厅,9平米,2790
SH0005555413	,珠江玫瑰花园(公寓),3室1厅,13平米,2860
SH0005555415	,珠江玫瑰花园(公寓),3室1厅,14平米,2460
107100513059	,中汇花园(南汇),2室2厅,90平米,2200
107100543196	,芳华路673弄,1室1厅,50平米,3500
107100473351	,新高苑(一至三期),1室1厅,49平米,2400
107100581209	,祝和苑,2室1厅,65平米,1800
107100499245	,文汇小区(浦东),1室1厅,42平米,2900
107100544178	,学北路20弄,2室2厅,80平米,3500
107100534070	,泰燕华庭,2室2厅,93平米,2800
107100577060	,金钻苑,2室1厅,54平米,3600
107100579236	,崂山四村,1室1厅,33平米,3800
107100536164	,双桥小区,1室1厅,53平米,3900
SH0004803673	,申城佳苑,4室1厅,11平米,1760
SH0004803982	,申城佳苑,3室1厅,10平米,1790
SH0004936323	,申城佳苑,3室1厅,7平米,1390
SH0005517456	,白杨小区,3室1厅,9平米,1960
SH0005556790	,金唐公寓,3室1厅,9平米,1890
SH0005510287	,潍坊二村,2室1厅,10平米,2860
SH0005532555	,凤凰家园,4室1厅,11平米,2330
SH0005185988	,金橘新苑,3室1厅,10平米,2090
SH0004804311	,申城佳苑,3室1厅,7平米,1560
107100560690	,黄山新村,1室1厅,38平米,3800
107000763596	,民乐城惠益绿苑,2室1厅,79平米,2300
107100521281	,惠益新苑,2室1厅,78平米,2300
SH0004912962	,文化馨苑,4室1厅,11平米,2160
107100579342	,金桥新村四街坊(长岛路1201弄),1室1厅,50平米,3000
107100517106	,华钜御庭(二期)(公寓),3室1厅,91平米,3500
107100504524	,上南二村,1室0厅,30平米,3500
107100567591	,清风雅苑,1室1厅,64平米,1500
107100574000	,河滨小区,2室1厅,45平米,2800
107100520149	,公园新村,1室1厅,34平米,1000
SH0004914992	,莲鼎苑,6室1厅,20平米,2090
SH0005537261	,桃林公寓,4室1厅,12平米,3260
SH0004322566	,明丰花园,3室1厅,10平米,1690
SH0005516814	,惠扬大厦,3室1厅,11平米,2930
SH0004914023	,桃林公寓,4室1厅,12平米,3560
SH0005507343	,凤凰家园,4室1厅,17平米,2690
SH0005524029	,崮山小区一街坊,3室1厅,8平米,2090
SH0005370838	,幸福小镇(公寓),4室1厅,16平米,2230
SH0005530848	,博学家园,3室1厅,12平米,2190
SH0005555357	,梅园三街坊,3室1厅,6平米,2360
SH0005524350	,新里城和合苑,3室1厅,8平米,1830
SH0004952284	,爱家亚洲花园,3室1厅,9平米,2290
SH0005531564	,桃林公寓,4室1厅,10平米,2890
SH0005371715	,桃林公寓,3室1厅,14平米,2660
SH0004322865	,城林雅苑,3室1厅,6平米,1630
SH0005523888	,青厦小区,3室1厅,10平米,2190
107100582604	,荡湾新村,2室1厅,50平米,1900
SH0005554619	,梅园七街坊,2室1厅,9平米,3030
SH0005547163	,益丰新村,3室1厅,14平米,2660
SH0004952282	,新里城和合苑,3室1厅,11平米,1890
SH0004801565	,益丰新村,3室1厅,15平米,2190
SH0004805785	,申城佳苑,3室1厅,10平米,1860
SH0004806155	,申城佳苑,3室1厅,6平米,1390
SH0004879732	,欣晟家园,4室1厅,10平米,2190
SH0004921719	,杉林新月环林东路799弄,3室1厅,11平米,2260
SH0004804626	,申城佳苑,3室1厅,7平米,1430
SH0004815399	,申城佳苑,3室1厅,13平米,1730
SH0004847783	,爱家亚洲花园,3室1厅,12平米,2590
107100541484	,船舶新村,1室0厅,32平米,3400
SH0005522043	,博学家园,3室1厅,7平米,1890
SH0005534709	,昌里花园,4室1厅,13平米,3530
SH0005138339	,东珂花苑,4室1厅,6平米,2460
SH0004161009	,花木苑,4室1厅,13平米,2590
SH0005509378	,花木苑,4室1厅,13平米,2590
SH0005555350	,崮山小区二街坊,3室1厅,8平米,2360
SH0004876443	,弘扬雅苑,4室1厅,15平米,2330
107100530290	,海霞新苑,2室1厅,83平米,1500
SH0005500733	,崮山小区一街坊,3室1厅,9平米,1860
SH0005530120	,中金海棠湾(公寓),4室1厅,14平米,1890
SH0005497115	,巨东小区,3室1厅,6平米,1830
SH0005525425	,羽北小区,3室1厅,7平米,2290
SH0005508603	,巨东小区,3室1厅,14平米,2490
SH0005327700	,明珠花苑(浦东),4室1厅,10平米,2660
SH0005541728	,未来域,4室1厅,10平米,1890
SH0005515312	,崮山小区二街坊,3室1厅,8平米,2190
SH0004889094	,崂山新村,2室1厅,10平米,2590
107100522837	,沙田公寓,1室1厅,55平米,3500
107100512313	,兰城小区,1室1厅,39平米,2700
107100377336	,崂山二村,1室0厅,29平米,3800
